Time [s],refr_invalid_areas,lv_timer_handler,flush_cb,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.944387607,0,0,0,0,1,1,1,1
0.962300062,0,1,0,0,1,1,1,1
0.962679500,1,1,0,0,1,1,1,1
0.963541875,1,1,1,0,1,1,1,1
0.963570687,1,1,0,0,1,1,1,1
0.964482375,1,1,1,0,1,1,1,1
0.964508750,1,1,0,0,1,1,1,1
0.965545000,1,1,1,0,1,1,1,1
0.965573875,1,1,0,0,1,1,1,1
0.966484812,1,1,1,0,1,1,1,1
0.966511312,1,1,0,0,1,1,1,1
0.967547750,1,1,1,0,1,1,1,1
0.967576625,1,1,0,0,1,1,1,1
0.968487500,1,1,1,0,1,1,1,1
0.968514000,1,1,0,0,1,1,1,1
0.969550500,1,1,1,0,1,1,1,1
0.969579375,1,1,0,0,1,1,1,1
0.970489750,1,1,1,0,1,1,1,1
0.970516250,1,1,0,0,1,1,1,1
0.971552688,1,1,1,0,1,1,1,1
0.971581687,1,1,0,0,1,1,1,1
0.972596187,1,1,1,0,1,1,1,1
0.972622187,1,1,0,0,1,1,1,1
0.972626813,0,1,0,0,1,1,1,1
0.972639250,0,0,0,0,1,1,1,1
0.999264500,0,0,0,0,1,1,1,1
