Time [s],refr_invalid_areas,lv_timer_handler,flush_cb,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.539478505,0,0,0,0,1,1,1,1
0.551751375,0,1,0,0,1,1,1,1
0.552130000,1,1,0,0,1,1,1,1
0.552534875,1,1,1,0,1,1,1,1
0.552562312,1,1,0,0,1,1,1,1
0.553228687,1,1,1,0,1,1,1,1
0.553254313,1,1,0,0,1,1,1,1
0.554211625,1,1,1,0,1,1,1,1
0.554239250,1,1,0,0,1,1,1,1
0.554906125,1,1,1,0,1,1,1,1
0.554931625,1,1,0,0,1,1,1,1
0.555888938,1,1,1,0,1,1,1,1
0.555916500,1,1,0,0,1,1,1,1
0.556583687,1,1,1,0,1,1,1,1
0.556609125,1,1,0,0,1,1,1,1
0.557566500,1,1,1,0,1,1,1,1
0.557594062,1,1,0,0,1,1,1,1
0.558261563,1,1,1,0,1,1,1,1
0.558287063,1,1,0,0,1,1,1,1
0.559244188,1,1,1,0,1,1,1,1
0.559271750,1,1,0,0,1,1,1,1
0.559944375,1,1,1,0,1,1,1,1
0.559970000,1,1,0,0,1,1,1,1
0.559974188,0,1,0,0,1,1,1,1
0.559983125,0,0,0,0,1,1,1,1
0.584909500,0,0,0,0,1,1,1,1
