Time [s],refr_invalid_areas,lv_timer_handler,flush_cb,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.677251583,0,0,0,0,1,1,1,1
0.708902188,0,1,0,0,1,1,1,1
0.709280750,1,1,0,0,1,1,1,1
0.709739062,1,1,1,0,1,1,1,1
0.709766000,1,1,0,0,1,1,1,1
0.710672125,1,1,1,0,1,1,1,1
0.710698750,1,1,0,0,1,1,1,1
0.711730500,1,1,1,0,1,1,1,1
0.711757688,1,1,0,0,1,1,1,1
0.712663687,1,1,1,0,1,1,1,1
0.712690438,1,1,0,0,1,1,1,1
0.713721687,1,1,1,0,1,1,1,1
0.713749250,1,1,0,0,1,1,1,1
0.714655687,1,1,1,0,1,1,1,1
0.714682313,1,1,0,0,1,1,1,1
0.715716187,1,1,1,0,1,1,1,1
0.715743563,1,1,0,0,1,1,1,1
0.716653312,1,1,1,0,1,1,1,1
0.716679687,1,1,0,0,1,1,1,1
0.717715000,1,1,1,0,1,1,1,1
0.717741500,1,1,0,0,1,1,1,1
0.718651500,1,1,1,0,1,1,1,1
0.718677875,1,1,0,0,1,1,1,1
0.718682812,0,1,0,0,1,1,1,1
0.718692000,0,0,0,0,1,1,1,1
0.781596500,0,0,0,0,1,1,1,1
