Time [s],refr_invalid_areas,lv_timer_handler,flush_cb,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.879062454,0,0,0,0,1,1,1,1
0.899625875,0,1,0,0,1,1,1,1
0.900005063,1,1,0,0,1,1,1,1
0.905454813,1,1,1,0,1,1,1,1
0.905489500,1,1,0,0,1,1,1,1
0.912070375,1,1,1,0,1,1,1,1
0.912102625,1,1,0,0,1,1,1,1
0.919550125,1,1,1,0,1,1,1,1
0.919584687,1,1,0,0,1,1,1,1
0.927735875,1,1,1,0,1,1,1,1
0.927768000,1,1,0,0,1,1,1,1
0.936780875,1,1,1,0,1,1,1,1
0.936815437,1,1,0,0,1,1,1,1
0.946566500,1,1,1,0,1,1,1,1
0.946598812,1,1,0,0,1,1,1,1
0.957083937,1,1,1,0,1,1,1,1
0.957118438,1,1,0,0,1,1,1,1
0.968171187,1,1,1,0,1,1,1,1
0.968203625,1,1,0,0,1,1,1,1
0.975640437,1,1,1,0,1,1,1,1
0.975673125,1,1,0,0,1,1,1,1
0.976345625,1,1,1,0,1,1,1,1
0.976371375,1,1,0,0,1,1,1,1
0.976375688,0,1,0,0,1,1,1,1
0.976384062,0,0,0,0,1,1,1,1
1.036414875,0,0,0,0,1,1,1,1
