Time [s],refr_invalid_areas,lv_timer_handler,flush_cb,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.651471640,0,0,0,0,1,1,1,1
0.659968875,0,1,0,0,1,1,1,1
0.660347187,1,1,0,0,1,1,1,1
0.660765500,1,1,1,0,1,1,1,1
0.660794750,1,1,0,0,1,1,1,1
0.661447250,1,1,1,0,1,1,1,1
0.661474187,1,1,0,0,1,1,1,1
0.662427937,1,1,1,0,1,1,1,1
0.662456812,1,1,0,0,1,1,1,1
0.663108750,1,1,1,0,1,1,1,1
0.663135687,1,1,0,0,1,1,1,1
0.664089562,1,1,1,0,1,1,1,1
0.664118375,1,1,0,0,1,1,1,1
0.664770875,1,1,1,0,1,1,1,1
0.664797750,1,1,0,0,1,1,1,1
0.665751875,1,1,1,0,1,1,1,1
0.665780812,1,1,0,0,1,1,1,1
0.666432625,1,1,1,0,1,1,1,1
0.666459625,1,1,0,0,1,1,1,1
0.667413250,1,1,1,0,1,1,1,1
0.667442125,1,1,0,0,1,1,1,1
0.668100313,1,1,1,0,1,1,1,1
0.668127313,1,1,0,0,1,1,1,1
0.668131438,0,1,0,0,1,1,1,1
0.668140250,0,0,0,0,1,1,1,1
0.681065500,0,0,0,0,1,1,1,1
