Time [s],refr_invalid_areas,lv_timer_handler,flush_cb,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.747000882,0,0,0,0,1,1,1,1
0.787392687,0,1,0,0,1,1,1,1
0.787771937,1,1,0,0,1,1,1,1
0.803642125,1,1,1,0,1,1,1,1
0.803669500,1,1,0,0,1,1,1,1
0.819603938,1,1,1,0,1,1,1,1
0.819630750,1,1,0,0,1,1,1,1
0.835577313,1,1,1,0,1,1,1,1
0.835604625,1,1,0,0,1,1,1,1
0.851544875,1,1,1,0,1,1,1,1
0.851571813,1,1,0,0,1,1,1,1
0.867550438,1,1,1,0,1,1,1,1
0.867577812,1,1,0,0,1,1,1,1
0.883511687,1,1,1,0,1,1,1,1
0.883539000,1,1,0,0,1,1,1,1
0.899405187,1,1,1,0,1,1,1,1
0.899436563,1,1,0,0,1,1,1,1
0.900346500,1,1,1,0,1,1,1,1
0.900372938,1,1,0,0,1,1,1,1
0.901408312,1,1,1,0,1,1,1,1
0.901435312,1,1,0,0,1,1,1,1
0.902345562,1,1,1,0,1,1,1,1
0.902371875,1,1,0,0,1,1,1,1
0.902376813,0,1,0,0,1,1,1,1
0.902386313,0,0,0,0,1,1,1,1
0.949662812,0,0,0,0,1,1,1,1
