Time [s],refr_invalid_areas,lv_timer_handler,flush_cb,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.147831920,0,0,0,0,1,1,1,1
0.159312312,0,1,0,0,1,1,1,1
0.159691250,1,1,0,0,1,1,1,1
0.160499750,1,1,1,0,1,1,1,1
0.160530312,1,1,0,0,1,1,1,1
0.161439125,1,1,1,0,1,1,1,1
0.161465750,1,1,0,0,1,1,1,1
0.162499188,1,1,1,0,1,1,1,1
0.162527937,1,1,0,0,1,1,1,1
0.163436500,1,1,1,0,1,1,1,1
0.163463125,1,1,0,0,1,1,1,1
0.164496813,1,1,1,0,1,1,1,1
0.164525688,1,1,0,0,1,1,1,1
0.165434000,1,1,1,0,1,1,1,1
0.165460688,1,1,0,0,1,1,1,1
0.166494687,1,1,1,0,1,1,1,1
0.166523438,1,1,0,0,1,1,1,1
0.167431500,1,1,1,0,1,1,1,1
0.167458188,1,1,0,0,1,1,1,1
0.168492312,1,1,1,0,1,1,1,1
0.168521000,1,1,0,0,1,1,1,1
0.169425187,1,1,1,0,1,1,1,1
0.169452812,1,1,0,0,1,1,1,1
0.169457375,0,1,0,0,1,1,1,1
0.169468813,0,0,0,0,1,1,1,1
0.200286500,0,0,0,0,1,1,1,1
