Time [s],refr_invalid_areas,lv_timer_handler,flush_cb,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.561243879,0,0,0,0,1,1,1,1
0.577285687,0,1,0,0,1,1,1,1
0.577664813,1,1,0,0,1,1,1,1
0.583999875,1,1,1,0,1,1,1,1
0.584032438,1,1,0,0,1,1,1,1
0.591115188,1,1,1,0,1,1,1,1
0.591141875,1,1,0,0,1,1,1,1
0.599057000,1,1,1,0,1,1,1,1
0.599089688,1,1,0,0,1,1,1,1
0.607759500,1,1,1,0,1,1,1,1
0.607786313,1,1,0,0,1,1,1,1
0.617270063,1,1,1,0,1,1,1,1
0.617302875,1,1,0,0,1,1,1,1
0.627581437,1,1,1,0,1,1,1,1
0.627608250,1,1,0,0,1,1,1,1
0.638575375,1,1,1,0,1,1,1,1
0.638607500,1,1,0,0,1,1,1,1
0.650225562,1,1,1,0,1,1,1,1
0.650252375,1,1,0,0,1,1,1,1
0.657821625,1,1,1,0,1,1,1,1
0.657850188,1,1,0,0,1,1,1,1
0.658756937,1,1,1,0,1,1,1,1
0.658784375,1,1,0,0,1,1,1,1
0.658788938,0,1,0,0,1,1,1,1
0.658801063,0,0,0,0,1,1,1,1
0.703691000,0,0,0,0,1,1,1,1
