Time [s],refr_invalid_areas,lv_timer_handler,flush_cb,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.554338067,0,0,0,0,1,1,1,1
0.572330000,0,1,0,0,1,1,1,1
0.572708438,1,1,0,0,1,1,1,1
0.574569813,1,1,1,0,1,1,1,1
0.574594875,1,1,0,0,1,1,1,1
0.576775188,1,1,1,0,1,1,1,1
0.576800063,1,1,0,0,1,1,1,1
0.578642563,1,1,1,0,1,1,1,1
0.578667438,1,1,0,0,1,1,1,1
0.580797812,1,1,1,0,1,1,1,1
0.580822687,1,1,0,0,1,1,1,1
0.582670438,1,1,1,0,1,1,1,1
0.582695250,1,1,0,0,1,1,1,1
0.584867563,1,1,1,0,1,1,1,1
0.584892375,1,1,0,0,1,1,1,1
0.586703750,1,1,1,0,1,1,1,1
0.586728625,1,1,0,0,1,1,1,1
0.588908187,1,1,1,0,1,1,1,1
0.588933000,1,1,0,0,1,1,1,1
0.590763625,1,1,1,0,1,1,1,1
0.590788437,1,1,0,0,1,1,1,1
0.592990500,1,1,1,0,1,1,1,1
0.593015375,1,1,0,0,1,1,1,1
0.593019625,0,1,0,0,1,1,1,1
0.593028625,0,0,0,0,1,1,1,1
0.622433438,0,0,0,0,1,1,1,1
