Time [s],refr_invalid_areas,lv_timer_handler,flush_cb,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.780505139,0,0,0,0,1,1,1,1
0.811932563,0,1,0,0,1,1,1,1
0.812310688,1,1,0,0,1,1,1,1
0.814099000,1,1,1,0,1,1,1,1
0.814123938,1,1,0,0,1,1,1,1
0.816270938,1,1,1,0,1,1,1,1
0.816295813,1,1,0,0,1,1,1,1
0.818103563,1,1,1,0,1,1,1,1
0.818128375,1,1,0,0,1,1,1,1
0.820271375,1,1,1,0,1,1,1,1
0.820296250,1,1,0,0,1,1,1,1
0.822098937,1,1,1,0,1,1,1,1
0.822123750,1,1,0,0,1,1,1,1
0.824251625,1,1,1,0,1,1,1,1
0.824276500,1,1,0,0,1,1,1,1
0.826085625,1,1,1,0,1,1,1,1
0.826110438,1,1,0,0,1,1,1,1
0.828252063,1,1,1,0,1,1,1,1
0.828276937,1,1,0,0,1,1,1,1
0.830078625,1,1,1,0,1,1,1,1
0.830103438,1,1,0,0,1,1,1,1
0.832198437,1,1,1,0,1,1,1,1
0.832223250,1,1,0,0,1,1,1,1
0.832227437,0,1,0,0,1,1,1,1
0.832236688,0,0,0,0,1,1,1,1
0.883602625,0,0,0,0,1,1,1,1
