Time [s],refr_invalid_areas,lv_timer_handler,flush_cb,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.752727473,0,0,0,0,1,1,1,1
0.774081438,0,1,0,0,1,1,1,1
0.775731813,1,1,0,0,1,1,1,1
0.777687438,1,1,1,0,1,1,1,1
0.777719750,1,1,0,0,1,1,1,1
0.779308625,1,1,1,0,1,1,1,1
0.779334312,1,1,0,0,1,1,1,1
0.781443750,1,1,1,0,1,1,1,1
0.781471187,1,1,0,0,1,1,1,1
0.784431937,1,1,1,0,1,1,1,1
0.784462375,1,1,0,0,1,1,1,1
0.788531750,1,1,1,0,1,1,1,1
0.788567062,1,1,0,0,1,1,1,1
0.789437687,1,1,1,0,1,1,1,1
0.789462625,1,1,0,0,1,1,1,1
0.791042500,1,1,1,0,1,1,1,1
0.791075250,1,1,0,0,1,1,1,1
0.793823375,1,1,1,0,1,1,1,1
0.793854750,1,1,0,0,1,1,1,1
0.797627625,1,1,1,0,1,1,1,1
0.797661813,1,1,0,0,1,1,1,1
0.802647688,1,1,1,0,1,1,1,1
0.802678563,1,1,0,0,1,1,1,1
0.802683313,0,1,0,0,1,1,1,1
0.803400812,0,0,0,0,1,1,1,1
0.843197250,0,0,0,0,1,1,1,1
